 "month" "caisson" "hours" "month" "caisson" "hours" "match?"
456 2006-01-01 3 4189 2003-08-01 3 7798 FALSE
457 2006-03-01 3 2069 2003-09-01 3 10409 FALSE
458 2006-04-01 3 1874 2003-10-01 3 8946 FALSE
459 2006-05-01 3 1714 2003-11-01 3 9439 FALSE
460 2006-06-01 3 3649 2003-12-01 3 12486 FALSE
461 2006-07-01 3 2482 2004-01-01 3 10621 FALSE
462 2006-09-01 3 2375 2004-02-01 3 11101 FALSE
463 2006-10-01 3 2160 2004-03-01 3 14515 FALSE
464 2006-11-01 3 1708 2004-04-01 3 12113 FALSE
465 2006-12-01 3 1642 2004-05-01 3 15774 FALSE
466 2007-01-01 3 1525 2004-06-01 3 9768 FALSE
467 2007-02-01 3 1515 2004-07-01 3 13480 FALSE
468 2007-03-01 3 2554 2004-08-01 3 17402 FALSE
469 2007-04-01 3 1375 2004-09-01 3 14269 FALSE
470 2007-05-01 3 1341 2004-10-01 3 14837 FALSE
471 2007-06-01 3 1257 2004-11-01 3 19239 FALSE
472 2007-08-01 3 1492 2004-12-01 3 15823 FALSE
473 2007-09-01 3 1337 2005-01-01 3 20533 FALSE
474 2007-10-01 3 1132 2005-02-01 3 16931 FALSE
475 2007-11-01 3 2254 2005-03-01 3 17325 FALSE
476 2008-01-01 3 1267 2005-04-01 3 22080 FALSE
477 2008-02-01 3 2192 2005-05-01 3 18145 FALSE
478 2008-03-01 3 1168 2005-06-01 3 23210 FALSE
479 2008-05-01 3 1121 2005-07-01 3 19114 FALSE
480 2008-06-01 3 2305 2005-08-01 3 24508 FALSE
481 2008-08-01 3 1058 2005-09-01 3 24937 FALSE
482 2008-09-01 3 1162 2005-10-01 3 25523 FALSE
483 2008-10-01 3 1084 2005-11-01 3 25974 FALSE
484 2008-11-01 3 1203 2005-12-01 3 21100 FALSE
485 2008-12-01 3 2151 2006-01-01 3 27015 FALSE
486 2009-02-01 3 1247 2006-02-01 3 22160 FALSE
487 2009-03-01 3 1295 2006-03-01 3 28118 FALSE
488 2009-04-01 3 1192 2006-04-01 3 22845 FALSE
489 2009-05-01 3 1271 2006-05-01 3 29123 FALSE
490 2009-06-01 3 1048 2006-06-01 3 35590 FALSE
491 2009-07-01 3 1104 2006-07-01 3 24301 FALSE
492 2009-08-01 3 2207 2006-08-01 3 24759 FALSE
493 2009-10-01 3 1182 2006-09-01 3 31371 FALSE
494 2009-11-01 3 2207 2006-10-01 3 32002 FALSE
495 2010-01-01 3 1356 2006-11-01 3 32462 FALSE
496 2010-02-01 3 1062 2006-12-01 3 32884 FALSE
497 2010-03-01 3 2051 2007-01-01 3 33339 FALSE
498 2010-05-01 3 1151 2007-02-01 3 33750 FALSE
499 2010-06-01 3 1014 2007-03-01 3 40976 FALSE
500 2010-07-01 3 1020 2007-04-01 3 27616 FALSE
501 2010-08-01 3 1028 2007-05-01 3 34980 FALSE
502 2010-09-01 3 975 2007-06-01 3 35311 FALSE
503 2010-10-01 3 1314 2007-07-01 3 28571 FALSE
504 2010-11-01 3 1427 2007-08-01 3 36010 FALSE
505 2010-12-01 3 1255 2007-09-01 3 29083 FALSE
506 2011-01-01 3 4040 2007-10-01 3 36702 FALSE
507 2011-02-01 3 3352 2007-11-01 3 44440 FALSE
508 2011-03-01 3 5824 2007-12-01 3 29862 FALSE
509 2011-05-01 3 2320 2008-01-01 3 37667 FALSE
510 2011-06-01 3 2071 2008-02-01 3 45597 FALSE
511 2011-07-01 3 2550 2008-03-01 3 46023 FALSE
512 2011-08-01 3 1734 2008-04-01 3 30920 FALSE
513 2011-09-01 3 1912 2008-05-01 3 38901 FALSE
514 2011-10-01 3 3896 2008-06-01 3 39273 FALSE
515 2011-12-01 3 2284 2008-07-01 3 23778 FALSE
516 2012-01-01 3 3365 2008-08-01 3 39821 FALSE
517 2012-02-01 3 3842 2008-09-01 3 40186 FALSE
518 2012-04-01 3 3137 2008-10-01 3 40476 FALSE
519 2012-05-01 3 1749 2008-11-01 3 32633 FALSE
520 2012-06-01 3 1634 2008-12-01 3 49374 FALSE
521 2012-07-01 3 1475 2009-01-01 3 33154 FALSE
522 2012-08-01 3 1893 2009-02-01 3 33422 FALSE
523 2012-09-01 3 1943 2009-03-01 3 33739 FALSE
524 2012-10-01 3 1779 2009-04-01 3 42468 FALSE
525 2012-11-01 3 1720 2009-05-01 3 34236 FALSE
526 2012-12-01 3 1652 2009-06-01 3 43125 FALSE
527 2013-01-01 3 1650 2009-07-01 3 43418 FALSE
528 2013-02-01 3 2216 2009-08-01 3 43767 FALSE
529 2013-03-01 3 1686 2009-09-01 3 35262 FALSE
530 2013-04-01 3 1621 2009-10-01 3 44345 FALSE
531 2013-05-01 3 1614 2009-11-01 3 44676 FALSE
532 2013-06-01 3 1639 2009-12-01 3 36020 FALSE
533 2013-07-01 3 1638 2010-01-01 3 18131 FALSE
534 2013-08-01 3 1639 2010-02-01 3 36484 FALSE
535 2013-09-01 3 1643 2010-03-01 3 45917 FALSE
536 2013-10-01 3 1733 2010-04-01 3 36976 FALSE
537 2013-11-01 3 1938 2010-05-01 3 46507 FALSE
538 2013-12-01 3 1947 2010-06-01 3 46776 FALSE
539 2014-01-01 3 2114 2010-07-01 3 47041 FALSE
540 2014-02-01 3 1720 2010-08-01 3 47349 FALSE
541 2014-03-01 3 3251 2010-09-01 3 47649 FALSE
542 2014-04-01 3 2130 2010-10-01 3 47996 FALSE
543 2014-05-01 3 1974 2010-11-01 3 48419 FALSE
544 2014-06-01 3 1616 2010-12-01 3 39256 FALSE
545 2014-07-01 3 1689 2011-01-01 3 50349 FALSE
546 2014-08-01 3 1640 2011-02-01 3 51481 FALSE
547 2014-09-01 3 1503 2011-03-01 3 41859 FALSE
548 2014-10-01 3 1791 2011-04-01 3 42353 FALSE
549 2014-11-01 3 1782 2011-05-01 3 53649 FALSE
550 2014-12-01 3 1608 2011-06-01 3 54215 FALSE
551 2015-01-01 3 1915 2011-07-01 3 43907 FALSE
552 2015-02-01 3 2051 2011-08-01 3 55435 FALSE
553 2015-03-01 3 2036 2011-09-01 3 55949 FALSE
554 2015-04-01 3 1276 2011-10-01 3 56618 FALSE
555 2015-05-01 3 2290 2011-11-01 3 45811 FALSE
556 1998-10-01 4 0 2011-12-01 3 57932 FALSE
557 1998-11-01 4 803 2012-01-01 3 58927 FALSE
558 1998-12-01 4 810 2012-02-01 3 71455 FALSE
559 1999-01-01 4 862 2012-03-01 3 48316 FALSE
560 1999-02-01 4 569 2012-04-01 3 60946 FALSE
561 1999-03-01 4 500 2012-05-01 3 49113 FALSE
562 1999-04-01 4 556 2012-06-01 3 49477 FALSE
563 1999-05-01 4 501 2012-07-01 3 62349 FALSE
564 1999-06-01 4 465 2012-08-01 3 62845 FALSE
565 1999-07-01 4 415 2012-09-01 3 50732 FALSE
566 1999-08-01 4 472 2012-10-01 3 63979 FALSE
567 1999-09-01 4 608 2012-11-01 3 77272 FALSE
568 1999-10-01 4 391 2012-12-01 3 64945 FALSE
569 1999-11-01 4 678 2013-01-01 3 65453 FALSE
570 1999-12-01 4 683 2013-02-01 3 52873 FALSE
571 2000-01-01 4 674 2013-03-01 3 53253 FALSE
572 2000-02-01 4 526 2013-04-01 3 67040 FALSE
573 2000-03-01 4 524 2013-05-01 3 67462 FALSE
574 2000-04-01 4 608 2013-06-01 3 54359 FALSE
575 2000-05-01 4 507 2013-07-01 3 68446 FALSE
576 2000-06-01 4 484 2013-08-01 3 68873 FALSE
577 2000-07-01 4 489 2013-09-01 3 69404 FALSE
578 2000-08-01 4 433 2013-10-01 3 69920 FALSE
579 2000-09-01 4 432 2013-11-01 3 70457 FALSE
580 2000-10-01 4 482 2013-12-01 3 56810 FALSE
581 2000-11-01 4 276 2014-01-01 3 71577 FALSE
582 2000-12-01 4 669 2014-02-01 3 57865 FALSE
583 2001-01-01 4 466 2014-03-01 3 73241 FALSE
584 2001-02-01 4 404 2014-04-01 3 73786 FALSE
585 2001-03-01 4 355 2014-05-01 3 59451 FALSE
586 2001-04-01 4 344 2014-06-01 3 74831 FALSE
587 2001-05-01 4 390 2014-07-01 3 75258 FALSE
588 2001-06-01 4 428 2014-08-01 3 60575 FALSE
589 2001-07-01 4 329 2014-09-01 3 76222 FALSE
590 2001-08-01 4 368 2014-10-01 3 76702 FALSE
591 2001-09-01 4 352 2014-11-01 3 61771 FALSE
592 2001-10-01 4 385 2014-12-01 3 77731 FALSE
593 2001-11-01 4 434 2015-01-01 3 62628 FALSE
594 2001-12-01 4 487 2015-02-01 3 78772 FALSE
595 2002-01-01 4 395 2015-03-01 3 79348 FALSE
596 2002-02-01 4 334 2015-04-01 3 79867 FALSE
597 2002-03-01 4 296 2015-05-01 3 64392 FALSE
598 2002-04-01 4 306 1998-10-01 4 62252 FALSE
599 2002-05-01 4 356 1998-11-01 4 78380 FALSE
600 2002-06-01 4 317 1998-12-01 4 63234 FALSE
601 2002-07-01 4 324 1999-01-01 4 63506 FALSE
602 2002-08-01 4 344 1999-02-01 4 63794 FALSE
603 2002-09-01 4 317 1999-03-01 4 80135 FALSE
604 2002-10-01 4 331 1999-04-01 4 64387 FALSE
605 2002-11-01 4 394 1999-05-01 4 64621 FALSE
606 2002-12-01 4 345 1999-06-01 4 81105 FALSE
607 2003-01-01 4 252 1999-07-01 4 65097 FALSE
608 2003-02-01 4 251 1999-08-01 4 81671 FALSE
609 2003-03-01 4 222 1999-09-01 4 65612 FALSE
610 2003-04-01 4 262 1999-10-01 4 65905 FALSE
611 2003-05-01 4 267 1999-11-01 4 66250 FALSE
612 2003-06-01 4 304 1999-12-01 4 83302 FALSE
613 2003-07-01 4 282 2000-01-01 4 66951 FALSE
614 2003-08-01 4 322 2000-02-01 4 84094 FALSE
615 2003-09-01 4 253 2000-03-01 4 67588 FALSE
616 2003-10-01 4 242 2000-04-01 4 67868 FALSE
617 2003-11-01 4 389 2000-05-01 4 85205 FALSE
618 2003-12-01 4 232 2000-06-01 4 68431 FALSE
619 2004-01-01 4 150 2000-07-01 4 68660 FALSE
620 2004-02-01 4 235 2000-08-01 4 86146 FALSE
621 2004-03-01 4 226 2000-09-01 4 69157 FALSE
622 2004-04-01 4 349 2000-10-01 4 69409 FALSE
623 2004-05-01 4 535 2000-11-01 4 87130 FALSE
624 2004-07-01 4 292 2000-12-01 4 70000 FALSE
625 2004-08-01 4 294 2001-01-01 4 87803 FALSE
626 2004-09-01 4 279 2001-02-01 4 70472 FALSE
627 2004-10-01 4 313 2001-03-01 4 70639 FALSE
628 2004-11-01 4 278 2001-04-01 4 70838 FALSE
629 2004-12-01 4 296 2001-05-01 4 88823 FALSE
630 2005-01-01 4 563 2001-06-01 4 71246 FALSE
631 2005-02-01 4 270 2001-07-01 4 71448 FALSE
632 2005-04-01 4 292 2001-08-01 4 71608 FALSE
633 2005-05-01 4 295 2001-09-01 4 71779 FALSE
634 2005-06-01 4 431 2001-10-01 4 90005 FALSE
635 2005-07-01 4 305 2001-11-01 4 72241 FALSE
636 2005-08-01 4 275 2001-12-01 4 54326 FALSE
637 2005-09-01 4 320 2002-01-01 4 18146 FALSE
638 2005-10-01 4 325 2002-02-01 4 72837 FALSE
639 2005-11-01 4 268 2002-03-01 4 72998 FALSE
640 2005-12-01 4 294 2002-04-01 4 91470 FALSE
641 2006-01-01 4 513 2002-05-01 4 73361 FALSE
642 2006-03-01 4 304 2002-06-01 4 73534 FALSE
643 2006-04-01 4 474 2002-07-01 4 73714 FALSE
644 2006-05-01 4 773 2002-08-01 4 73895 FALSE
645 2006-06-01 4 1013 2002-09-01 4 74067 FALSE
646 2006-07-01 4 284 2002-10-01 4 79214 FALSE
647 2006-09-01 4 290 2002-11-01 4 47655 FALSE
648 2006-10-01 4 294 2002-12-01 4 79649 FALSE
649 2006-11-01 4 246 2003-01-01 4 63856 FALSE
650 2006-12-01 4 296 2003-02-01 4 63978 FALSE
651 2007-01-01 4 443 2003-03-01 4 80150 FALSE
652 2007-02-01 4 397 2003-04-01 4 64260 FALSE
653 2007-03-01 4 523 2003-05-01 4 64401 FALSE
654 2007-04-01 4 235 2003-06-01 4 64525 FALSE
655 2007-05-01 4 239 2003-07-01 4 80833 FALSE
656 2007-06-01 4 221 2003-08-01 4 64802 FALSE
657 2007-08-01 4 262 2003-09-01 4 81155 FALSE
658 2007-09-01 4 253 2003-10-01 4 65058 FALSE
659 2007-10-01 4 215 2003-11-01 4 65181 FALSE
660 2007-11-01 4 424 2003-12-01 4 81611 FALSE
661 2008-01-01 4 246 2004-01-01 4 65418 FALSE
662 2008-02-01 4 393 2004-02-01 4 65541 FALSE
663 2008-03-01 4 186 2004-03-01 4 82106 FALSE
664 2008-05-01 4 203 2004-04-01 4 65834 FALSE
665 2008-06-01 4 397 2004-05-01 4 82466 FALSE
666 2008-08-01 4 214 2004-06-01 4 49574 FALSE
667 2008-09-01 4 206 2004-07-01 4 66228 FALSE
668 2008-10-01 4 201 2004-08-01 4 82961 FALSE
669 2008-11-01 4 212 2004-09-01 4 66474 FALSE
670 2008-12-01 4 360 2004-10-01 4 66629 FALSE
671 2009-02-01 4 196 2004-11-01 4 83470 FALSE
672 2009-03-01 4 161 2004-12-01 4 66889 FALSE
673 2009-04-01 4 164 2005-01-01 4 83818 FALSE
674 2009-05-01 4 185 2005-02-01 4 67192 FALSE
675 2009-06-01 4 162 2005-03-01 4 67313 FALSE
676 2009-07-01 4 168 2005-04-01 4 84269 FALSE
677 2009-08-01 4 346 2005-05-01 4 67607 FALSE
678 2009-10-01 4 178 2005-06-01 4 84731 FALSE
679 2009-11-01 4 294 2005-07-01 4 67913 FALSE
680 2010-01-01 4 180 2005-08-01 4 85057 FALSE
681 2010-02-01 4 137 2005-09-01 4 85211 FALSE
682 2010-03-01 4 272 2005-10-01 4 85387 FALSE
683 2010-05-01 4 164 2005-11-01 4 85529 FALSE
684 2010-06-01 4 146 2005-12-01 4 68533 FALSE
685 2010-07-01 4 149 2006-01-01 4 85840 FALSE
686 2010-08-01 4 163 2006-02-01 4 68800 FALSE
687 2010-09-01 4 152 2006-03-01 4 86133 FALSE
688 2010-10-01 4 154 2006-04-01 4 69243 FALSE
689 2010-11-01 4 157 2006-05-01 4 87116 FALSE
690 2010-12-01 4 155 2006-06-01 4 104873 FALSE
691 2011-01-01 4 306 2006-07-01 4 70081 FALSE
692 2011-02-01 4 348 2006-08-01 4 70186 FALSE
693 2011-03-01 4 389 2006-09-01 4 87860 FALSE
694 2011-05-01 4 216 2006-10-01 4 88027 FALSE
695 2011-06-01 4 198 2006-11-01 4 88164 FALSE
696 2011-07-01 4 277 2006-12-01 4 88345 FALSE
697 2011-08-01 4 141 2007-01-01 4 88687 FALSE
698 2011-09-01 4 253 2007-02-01 4 88864 FALSE
699 2011-10-01 4 408 2007-03-01 4 106849 FALSE
700 2011-12-01 4 222 2007-04-01 4 71349 FALSE
701 2012-01-01 4 210 2007-05-01 4 89355 FALSE
702 2012-02-01 4 431 2007-06-01 4 89473 FALSE
703 2012-04-01 4 252 2007-07-01 4 71691 FALSE
704 2012-05-01 4 221 2007-08-01 4 89724 FALSE
705 2012-06-01 4 240 2007-09-01 4 71888 FALSE
706 2012-07-01 4 210 2007-10-01 4 89998 FALSE
707 2012-08-01 4 238 2007-11-01 4 108156 FALSE
708 2012-09-01 4 236 2007-12-01 4 72197 FALSE
709 2012-10-01 4 234 2008-01-01 4 90395 FALSE
710 2012-11-01 4 274 2008-02-01 4 108629 FALSE
711 2012-12-01 4 235 2008-03-01 4 108765 FALSE
712 2013-01-01 4 218 2008-04-01 4 72596 FALSE
713 2013-02-01 4 251 2008-05-01 4 90835 FALSE
714 2013-03-01 4 242 2008-06-01 4 90961 FALSE
715 2013-04-01 4 207 2008-07-01 4 54654 FALSE
716 2013-05-01 4 204 2008-08-01 4 91170 FALSE
717 2013-06-01 4 203 2008-09-01 4 91295 FALSE
718 2013-07-01 4 206 2008-10-01 4 91403 FALSE
719 2013-08-01 4 226 2008-11-01 4 73211 FALSE
720 2013-09-01 4 232 2008-12-01 4 109967 FALSE
721 2013-10-01 4 209 2009-01-01 4 73394 FALSE
722 2013-11-01 4 209 2009-02-01 4 73468 FALSE
723 2013-12-01 4 210 2009-03-01 4 73555 FALSE
724 2014-01-01 4 230 2009-04-01 4 92025 FALSE
725 2014-02-01 4 333 2009-05-01 4 73695 FALSE
726 2014-03-01 4 363 2009-06-01 4 92215 FALSE
727 2014-04-01 4 190 2009-07-01 4 92303 FALSE
728 2014-05-01 4 217 2009-08-01 4 92405 FALSE
729 2014-06-01 4 189 2009-09-01 4 74000 FALSE
730 2014-07-01 4 212 2009-10-01 4 92572 FALSE
731 2014-08-01 4 497 2009-11-01 4 92667 FALSE
732 2014-09-01 4 203 2009-12-01 4 74200 FALSE
733 2014-10-01 4 227 2010-01-01 4 37131 FALSE
734 2014-11-01 4 228 2010-02-01 4 74321 FALSE
735 2014-12-01 4 195 2010-03-01 4 92981 FALSE
736 2015-01-01 4 299 2010-04-01 4 74448 FALSE
737 2015-02-01 4 184 2010-05-01 4 93137 FALSE
738 2015-03-01 4 225 2010-06-01 4 93207 FALSE
739 2015-04-01 4 139 2010-07-01 4 93277 FALSE
740 2015-05-01 4 208 2010-08-01 4 93364 FALSE
741 1998-10-01 5 0 2010-09-01 4 93427 FALSE
742 1998-11-01 5 117 2010-10-01 4 93509 FALSE
743 1998-12-01 5 113 2010-11-01 4 93600 FALSE
744 1999-01-01 5 112 2010-12-01 4 74970 FALSE
745 1999-02-01 5 189 2011-01-01 4 93956 FALSE
746 1999-03-01 5 165 2011-02-01 4 94138 FALSE
747 1999-04-01 5 177 2011-03-01 4 75403 FALSE
748 1999-05-01 5 228 2011-04-01 4 75500 FALSE
749 1999-06-01 5 164 2011-05-01 4 94478 FALSE
750 1999-07-01 5 130 2011-06-01 4 94595 FALSE
751 1999-08-01 5 147 2011-07-01 4 75783 FALSE
752 1999-09-01 5 152 2011-08-01 4 94826 FALSE
753 1999-10-01 5 179 2011-09-01 4 94958 FALSE
754 1999-11-01 5 260 2011-10-01 4 95097 FALSE
755 1999-12-01 5 208 2011-11-01 4 76192 FALSE
756 2000-01-01 5 204 2011-12-01 4 95343 FALSE
757 2000-02-01 5 141 2012-01-01 4 95490 FALSE
758 2000-03-01 5 278 2012-02-01 4 114754 FALSE
759 2000-04-01 5 211 2012-03-01 4 76626 FALSE
760 2000-05-01 5 162 2012-04-01 4 95912 FALSE
761 2000-06-01 5 158 2012-05-01 4 76830 FALSE
762 2000-07-01 5 145 2012-06-01 4 76938 FALSE
763 2000-08-01 5 129 2012-07-01 4 96307 FALSE
764 2000-09-01 5 132 2012-08-01 4 96433 FALSE
765 2000-10-01 5 152 2012-09-01 4 77257 FALSE
766 2000-11-01 5 134 2012-10-01 4 96733 FALSE
767 2000-12-01 5 115 2012-11-01 4 116251 FALSE
768 2001-01-01 5 96 2012-12-01 4 97039 FALSE
769 2001-02-01 5 93 2013-01-01 4 97169 FALSE
770 2001-03-01 5 134 2013-02-01 4 77849 FALSE
771 2001-04-01 5 82 2013-03-01 4 77981 FALSE
772 2001-05-01 5 83 2013-04-01 4 97606 FALSE
773 2001-06-01 5 91 2013-05-01 4 97716 FALSE
774 2001-07-01 5 84 2013-06-01 4 78267 FALSE
775 2001-08-01 5 84 2013-07-01 4 97962 FALSE
776 2001-09-01 5 88 2013-08-01 4 98081 FALSE
777 2001-10-01 5 102 2013-09-01 4 98223 FALSE
778 2001-11-01 5 117 2013-10-01 4 98339 FALSE
779 2001-12-01 5 124 2013-11-01 4 98452 FALSE
780 2002-01-01 5 90 2013-12-01 4 78862 FALSE
781 2002-02-01 5 85 2014-01-01 4 98711 FALSE
782 2002-03-01 5 87 2014-02-01 4 79193 FALSE
783 2002-04-01 5 62 2014-03-01 4 99201 FALSE
784 2002-05-01 5 74 2014-04-01 4 99308 FALSE
785 2002-06-01 5 62 2014-05-01 4 79544 FALSE
786 2002-07-01 5 63 2014-06-01 4 99553 FALSE
787 2002-08-01 5 76 2014-07-01 4 99793 FALSE
788 2002-09-01 5 73 2014-08-01 4 79995 FALSE
789 2002-10-01 5 76 2014-09-01 4 100112 FALSE
790 2002-11-01 5 114 2014-10-01 4 100222 FALSE
791 2002-12-01 5 96 2014-11-01 4 80272 FALSE
792 2003-01-01 5 82 2014-12-01 4 100469 FALSE
793 2003-02-01 5 75 2015-01-01 4 80491 FALSE
794 2003-03-01 5 71 2015-02-01 4 100702 FALSE
795 2003-04-01 5 58 2015-03-01 4 100815 FALSE
796 2003-05-01 5 61 2015-04-01 4 100907 FALSE
797 2003-06-01 5 76 2015-05-01 4 80808 FALSE
798 2003-07-01 5 71.2 1998-10-01 5 139725 FALSE
799 2003-08-01 5 84 1998-11-01 5 176164 FALSE
800 2003-09-01 5 63.8 1998-12-01 5 142091 FALSE
801 2003-10-01 5 70 1999-01-01 5 143436 FALSE
802 2003-11-01 5 78 1999-02-01 5 145289 FALSE
803 2003-12-01 5 57 1999-03-01 5 183718 FALSE
804 2004-01-01 5 93 1999-04-01 5 147954 FALSE
805 2004-02-01 5 73 1999-05-01 5 148658 FALSE
806 2004-03-01 5 55 1999-06-01 5 187538 FALSE
807 2004-04-01 5 61 1999-07-01 5 151317 FALSE
808 2004-05-01 5 91 1999-08-01 5 190811 FALSE
809 2004-07-01 5 44 1999-09-01 5 154421 FALSE
810 2004-08-01 5 59 1999-10-01 5 156645 FALSE
811 2004-09-01 5 49 1999-11-01 5 158950 FALSE
812 2004-10-01 5 64 1999-12-01 5 201480 FALSE
813 2004-11-01 5 58 2000-01-01 5 162971 FALSE
814 2004-12-01 5 61 2000-02-01 5 205869 FALSE
815 2005-01-01 5 105 2000-03-01 5 166782 FALSE
816 2005-02-01 5 42 2000-04-01 5 168444 FALSE
817 2005-04-01 5 48 2000-05-01 5 212716 FALSE
818 2005-05-01 5 49 2000-06-01 5 171724 FALSE
819 2005-06-01 5 52 2000-07-01 5 173008 FALSE
820 2005-07-01 5 73 2000-08-01 5 217965 FALSE
821 2005-08-01 5 93 2000-09-01 5 175914 FALSE
822 2005-09-01 5 55 2000-10-01 5 177350 FALSE
823 2005-10-01 5 61 2000-11-01 5 223242 FALSE
824 2005-11-01 5 60 2000-12-01 5 179841 FALSE
825 2005-12-01 5 60 2001-01-01 5 226003 FALSE
826 2006-01-01 5 95 2001-02-01 5 182023 FALSE
827 2006-03-01 5 46 2001-03-01 5 183045 FALSE
828 2006-04-01 5 46 2001-04-01 5 183815 FALSE
829 2006-05-01 5 37 2001-05-01 5 230873 FALSE
830 2006-06-01 5 94 2001-06-01 5 185497 FALSE
831 2006-07-01 5 66 2001-07-01 5 186430 FALSE
832 2006-09-01 5 63 2001-08-01 5 187162 FALSE
833 2006-10-01 5 62 2001-09-01 5 187904 FALSE
834 2006-11-01 5 44 2001-10-01 5 236316 FALSE
835 2006-12-01 5 53 2001-11-01 5 190228 FALSE
836 2007-01-01 5 39 2001-12-01 5 143248 FALSE
837 2007-02-01 5 36 2002-01-01 5 47903 FALSE
838 2007-03-01 5 51 2002-02-01 5 192698 FALSE
839 2007-04-01 5 28 2002-03-01 5 193359 FALSE
840 2007-05-01 5 31 2002-04-01 5 242457 FALSE
841 2007-06-01 5 28 2002-05-01 5 194580 FALSE
842 2007-08-01 5 34 2002-06-01 5 195139 FALSE
843 2007-09-01 5 34 2002-07-01 5 195737 FALSE
844 2007-10-01 5 27 2002-08-01 5 196344 FALSE
845 2007-11-01 5 55 2002-09-01 5 197000 FALSE
846 2008-01-01 5 41 2002-10-01 5 247265 FALSE
847 2008-02-01 5 46 2002-11-01 5 148963 FALSE
848 2008-03-01 5 24 2002-12-01 5 249351 FALSE
849 2008-05-01 5 21 2003-01-01 5 200163 FALSE
850 2008-06-01 5 47 2003-02-01 5 200731 FALSE
851 2008-08-01 5 24 2003-03-01 5 251638 FALSE
852 2008-09-01 5 24 2003-04-01 5 201849 FALSE
853 2008-10-01 5 13 2003-05-01 5 202378 FALSE
854 2008-11-01 5 35 2003-06-01 5 202931 FALSE
855 2008-12-01 5 56 2003-07-01 5 254563 FALSE
856 2009-02-01 5 33 2003-08-01 5 204264 FALSE
857 2009-03-01 5 27 2003-09-01 5 256146 FALSE
858 2009-04-01 5 22 2003-10-01 5 205591 FALSE
859 2009-05-01 5 21 2003-11-01 5 206159 FALSE
860 2009-06-01 5 15 2003-12-01 5 258479 FALSE
861 2009-07-01 5 17 2004-01-01 5 207565 FALSE
862 2009-08-01 5 39 2004-02-01 5 208175 FALSE
863 2009-10-01 5 26 2004-03-01 5 260865 FALSE
864 2009-11-01 5 55 2004-04-01 5 209166 FALSE
865 2010-01-01 5 30 2004-05-01 5 262022 FALSE
866 2010-02-01 5 23 2004-06-01 5 157541 FALSE
867 2010-03-01 5 37 2004-07-01 5 210522 FALSE
868 2010-05-01 5 23 2004-08-01 5 263727 FALSE
869 2010-06-01 5 21 2004-09-01 5 211366 FALSE
870 2010-07-01 5 23 2004-10-01 5 212022 FALSE
871 2010-08-01 5 26 2004-11-01 5 265793 FALSE
872 2010-09-01 5 28 2004-12-01 5 213093 FALSE
873 2010-10-01 5 40 2005-01-01 5 267140 FALSE
874 2010-11-01 5 48 2005-02-01 5 214189 FALSE
875 2010-12-01 5 38 2005-03-01 5 214595 FALSE
876 2011-01-01 5 126 2005-04-01 5 268698 FALSE
877 2011-02-01 5 114 2005-05-01 5 215485 FALSE
878 2011-03-01 5 216 2005-06-01 5 270050 FALSE
879 2011-05-01 5 62 2005-07-01 5 216867 FALSE
880 2011-06-01 5 60 2005-08-01 5 271923 FALSE
881 2011-07-01 5 78 2005-09-01 5 272482 FALSE
882 2011-08-01 5 52 2005-10-01 5 273197 FALSE
883 2011-09-01 5 60 2005-11-01 5 273814 FALSE
884 2011-10-01 5 55 2005-12-01 5 219461 FALSE
885 2011-12-01 5 70 2006-01-01 5 274990 FALSE
886 2012-01-01 5 95 2006-02-01 5 220392 FALSE
887 2012-02-01 5 124 2006-03-01 5 275884 FALSE
888 2012-04-01 5 94 2006-04-01 5 221067 FALSE
889 2012-05-01 5 56 2006-05-01 5 276827 FALSE
890 2012-06-01 5 52 2006-06-01 5 332822 FALSE
891 2012-07-01 5 49 2006-07-01 5 222458 FALSE
892 2012-08-01 5 59 2006-08-01 5 222971 FALSE
893 2012-09-01 5 58 2006-09-01 5 279271 FALSE
894 2012-10-01 5 57 2006-10-01 5 279992 FALSE
895 2012-11-01 5 67 2006-11-01 5 280523 FALSE
896 2012-12-01 5 64 2006-12-01 5 280976 FALSE
897 2013-01-01 5 59 2007-01-01 5 281448 FALSE
898 2013-02-01 5 64 2007-02-01 5 281808 FALSE
899 2013-03-01 5 50 2007-03-01 5 338560 FALSE
900 2013-04-01 5 46 2007-04-01 5 225940 FALSE
901 2013-05-01 5 46 2007-05-01 5 282828 FALSE
902 2013-06-01 5 46 2007-06-01 5 283122 FALSE
903 2013-07-01 5 49 2007-07-01 5 226806 FALSE
904 2013-08-01 5 53 2007-08-01 5 283789 FALSE
905 2013-09-01 5 54 2007-09-01 5 227311 FALSE
906 2013-10-01 5 57 2007-10-01 5 284471 FALSE
907 2013-11-01 5 68 2007-11-01 5 341721 FALSE
908 2013-12-01 5 74 2007-12-01 5 228044 FALSE
909 2014-01-01 5 74 2008-01-01 5 285541 FALSE
910 2014-02-01 5 75 2008-02-01 5 342997 FALSE
911 2014-03-01 5 119 2008-03-01 5 343362 FALSE
912 2014-04-01 5 74 2008-04-01 5 229097 FALSE
913 2014-05-01 5 61 2008-05-01 5 286571 FALSE
914 2014-06-01 5 53 2008-06-01 5 286882 FALSE
915 2014-07-01 5 52 2008-07-01 5 172320 FALSE
916 2014-08-01 5 50 2008-08-01 5 287390 FALSE
917 2014-09-01 5 46 2008-09-01 5 287710 FALSE
